Match,Player,TI,Team,Runs,I.Runs,B.Impact,Bowl,I.Wkts,Bo.Impact,Rank
M066,RR Pant,69.69,PBKS,66(36),66.75,69.69,,,0.0,1290
S04M052,B Sai Sudharsan,69.69,CSK,65(43),65.78,69.69,,,0.0,1291
M059,RK Singh,69.61,MI,74(61),70.89,69.61,,,0.0,1292
S05M009,JM Sharma,69.57,RCB,48(23),63.29,69.57,,,0.0,1293
M056,Urvil Patel,69.53,DC,65(42),67.67,69.53,,,0.0,1294
S05M039,Shaheen Shah Afridi,69.48,MI,,,0.0,'2-9',3.01,69.48,1295
S02M050,DS Rathi,69.48,KKR,,,0.0,'3-24',2.94,69.48,1296
S04M093,SV Samson,69.41,GT,59(32),62.88,69.41,,,0.0,1297
S05M033,Ashwin Das,69.4,LSG,,,0.0,'3-35',3.48,69.4,1298
S03M058,CV Varun,69.39,PBKS,,,0.0,'2-39',3.69,69.39,1299
S05M044,KA Pollard,69.37,CSK,63(41),64.07,69.37,,,0.0,1300
M019,DJ Hooda,69.35,GT,63(39),69.38,75.27,'0-8',0.0,-5.92,1301
S03M047,N Sindhu,69.35,DC,71(47),70.89,69.35,,,0.0,1302
M018,Harpreet Brar,69.35,RCB,14(10),13.46,13.29,'1-25',1.94,56.06,1303
S04M041,C Green,69.35,KKR,6(8),4.83,3.47,'2-28',2.94,65.89,1304
S05M037,JC Archer,69.32,LSG,,,0.0,'3-39',3.2,69.32,1305
S03M053,DAJ Bracewell,69.32,MI,31(17),34.46,39.27,'2-21',1.32,30.04,1306
S03M043,Shashank Singh,69.26,PBKS,25(11),27.64,34.77,'1-5',1.41,34.49,1307
S05M049,RD Gaikwad,69.24,GT,59(42),61.32,69.24,,,0.0,1308
S03M063,SV Samson,69.21,GT,47(20),56.14,69.21,,,0.0,1309
S04M071,AR Patel,69.09,CSK,6(4),5.4,4.64,'2-37',3.07,64.45,1310
S02M033,Washington Sundar,69.08,PBKS,15(7),18.71,21.66,'2-24',1.76,47.42,1311
M062,JC Archer,69.06,GT,,,0.0,'2-38',3.22,69.06,1312
S03M053,GJ Maxwell,69.0,RR,38(17),58.69,69.0,,,0.0,1313
S03M041,JO Holder,68.97,SRH,18(6),20.03,32.79,'1-50',1.98,36.18,1314
S05M070,Yudhvir Singh,68.97,RCB,0(1),-0.6,-1.74,'2-43',3.85,70.71,1315
S04M086,Noor Ahmad,68.95,GT,,,0.0,'1-32',1.84,68.95,1316
S02M049,Shashank Singh,68.93,PBKS,52(27),55.31,68.93,,,0.0,1317
S04M056,V Suryavanshi,68.83,PBKS,46(36),54.92,68.83,,,0.0,1318
S04M053,YS Chahal,68.79,RCB,,,0.0,'3-43',3.3,68.79,1319
S05M084,Shubman Gill,68.78,LSG,52(23),59.95,68.78,,,0.0,1320
S04M052,Tanush Kotian,68.76,CSK,6(1),8.54,21.17,'1-29',2.17,47.58,1321
S04M046,Arshdeep Singh,68.72,LSG,0(1),-1.19,-1.67,'2-46',3.44,70.39,1322
S05M068,Washington Sundar,68.69,PBKS,9(5),11.83,11.87,'3-35',2.8,56.82,1323
S05M035,Sikandar Raza,68.67,MI,,,0.0,'2-27',3.17,68.67,1324
S04M008,Shashank Singh,68.66,PBKS,24(9),26.23,36.2,'1-34',1.81,32.45,1325
S03M042,Suryansh Shedge,68.61,CSK,10(5),11.05,14.31,'2-39',2.77,54.31,1326
S04M064,Shashank Singh,68.6,PBKS,35(22),35.44,36.38,'1-42',1.76,32.22,1327
S05M078,Arshad Khan,68.55,RR,,,0.0,'2-19',2.91,68.55,1328
S02M072,SZ Mulani,68.5,MI,1(3),-0.21,-1.45,'2-37',2.98,69.95,1329
S03M063,M Prasidh Krishna,68.5,DC,,,0.0,'2-41',3.64,68.5,1330
S04M034,RA Jadeja,68.38,RCB,23(15),21.28,18.42,'1-13',2.1,49.95,1331
S02M037,Mohammad Nabi,68.37,GT,2(4),2.08,3.12,'2-22',2.21,65.25,1332
S04M067,JM Sharma,68.37,RCB,58(30),62.6,68.37,,,0.0,1333
S03M040,DS Airee,68.33,RCB,14(11),14.51,15.74,'2-36',2.67,52.59,1334
S03M009,MP Stoinis,68.31,PBKS,59(34),63.1,71.3,'0-25',0.0,-3.0,1335
S05M037,Shubman Gill,68.3,LSG,57(32),61.27,68.3,,,0.0,1336
S04M007,Ramandeep Singh,68.3,LSG,6(7),4.51,2.34,'2-6',2.25,65.96,1337
S05M052,MJ Owen,68.28,DC,,,0.0,'2-55',3.47,68.28,1338
S05M077,R Shepherd,68.28,GT,4(2),4.04,4.08,'2-29',3.12,64.2,1339
S02M011,MR Marsh,68.24,DC,1(4),0.06,-1.55,'3-31',3.06,69.79,1340
S04M006,P Simran Singh,68.21,SRH,67(47),67.41,68.21,,,0.0,1341
S04M041,MA Wood,68.19,PBKS,,,0.0,'2-20',2.36,68.19,1342
S04M031,V Nigam,68.13,MI,,,0.0,'2-16',2.69,68.13,1343
S03M062,P Simran Singh,68.06,SRH,59(40),68.34,68.06,,,0.0,1344
S02M039,N Pooran,68.04,MI,64(47),65.86,68.04,,,0.0,1345
S02M020,GF Linde,68.02,RR,5(2),10.11,21.63,'2-33',2.24,46.4,1346
S02M034,PP Shaw,67.99,MI,62(40),64.14,67.99,,,0.0,1347
S04M034,JM Sharma,67.99,RCB,50(21),56.77,67.99,,,0.0,1348
S03M028,Washington Sundar,67.98,PBKS,55(35),65.74,71.98,'0-27',0.0,-4.0,1349
S05M019,AR Ramjani,67.94,PBKS,,,0.0,'2-34',2.78,67.94,1350
M013,CV Varun,67.92,PBKS,,,0.0,'3-32',3.35,67.92,1351
M031,HR Shokeen,67.91,RCB,4(7),3.57,3.01,'2-10',2.41,64.89,1352
S02M057,AK Markram,67.87,SRH,,,0.0,'3-46',3.23,67.87,1353
S04M038,HS Desai,67.85,PBKS,68(49),67.99,67.85,,,0.0,1354
S03M072,Abhishek Sharma,67.82,MI,63(38),65.21,74.33,'0-12',0.0,-6.5,1355
S04M004,Q de Kock,67.81,KKR,58(37),61.59,67.81,,,0.0,1356
S02M008,FH Allen,67.79,MI,57(32),62.28,67.79,,,0.0,1357
S04M029,Ishaan Gadekar,67.75,RCB,57(33),62.76,67.75,,,0.0,1358
S05M043,GJ Maxwell,67.75,RR,58(34),61.25,67.75,,,0.0,1359
M015,SA Yadav,67.74,DC,61(40),62.4,67.74,,,0.0,1360
S02M068,N Sindhu,67.72,DC,68(40),67.9,67.72,,,0.0,1361
S02M039,K Rabada,67.68,MI,,,0.0,'3-24',2.95,67.68,1362
S04M012,Ravi Bishnoi,67.67,LSG,,,0.0,'2-30',3.28,67.67,1363
S02M056,R Sai Kishore,67.58,GT,,,0.0,'2-20',2.13,67.58,1364
S04M050,B Kumar,67.56,KKR,,,0.0,'2-18',2.65,67.56,1365
S03M051,MG Bracewell,67.54,DC,,,0.0,'3-11',2.63,67.54,1366
S04M088,CH Gayle,67.51,CSK,51(25),58.77,67.51,,,0.0,1367
S03M035,FH Allen,67.49,LSG,54(32),57.43,67.49,,,0.0,1368
S04M052,Suryansh Shedge,67.49,CSK,,,0.0,'3-49',3.18,67.49,1369
S04M073,DAJ Bracewell,67.47,RCB,7(4),7.1,7.3,'1-36',3.07,60.18,1370
M071,HV Patel,67.46,PBKS,8(9),6.63,4.41,'2-7',1.98,63.05,1371
M069,C Sakariya,67.45,SRH,,,0.0,'2-26',2.94,67.45,1372
S05M041,WG Jacks,67.44,LSG,29(14),32.21,36.34,'1-43',1.84,31.1,1373
M060,T Natarajan,67.43,CSK,,,0.0,'3-25',3.21,67.43,1374
S03M059,HR Shokeen,67.37,RR,,,0.0,'2-31',2.7,67.37,1375
S04M080,C Green,67.33,KKR,11(7),13.16,15.25,'2-38',2.64,52.08,1376
S04M067,SP Narine,67.28,KKR,25(16),23.53,22.77,'2-47',2.38,44.51,1377
S04M086,P Simran Singh,67.28,SRH,57(23),63.11,67.28,,,0.0,1378
S03M008,BM Duckett,67.25,CSK,34(14),51.05,67.25,,,0.0,1379
S05M014,YS Chahal,67.25,RCB,3(3),1.27,0.58,'3-37',3.29,66.67,1380
S05M006,Atharva Ankolekar,67.23,MI,,,0.0,'3-28',3.0,67.23,1381
S04M011,Mohammad Ghazanfar,67.16,SRH,5(5),3.47,2.02,'2-25',2.69,65.14,1382
S04M009,Avesh Khan,67.16,GT,6(2),8.05,16.09,'2-29',2.52,51.07,1383
S04M060,JM Vince,67.12,RCB,61(37),63.34,67.12,,,0.0,1384
S03M014,JP Inglis,67.09,GT,35(15),48.25,67.09,,,0.0,1385
S03M002,N Pooran,67.09,MI,57(33),62.98,67.09,,,0.0,1386
S02M038,CV Varun,67.07,PBKS,0(1),-0.74,-1.77,'2-23',2.7,68.84,1387
M037,J Anderson,67.07,MI,,,0.0,'2-37',3.7,67.07,1388
M027,CV Varun,67.05,PBKS,,,0.0,'2-27',3.27,67.05,1389
S05M049,JP Inglis,67.03,GT,62(41),63.14,67.03,,,0.0,1390
S03M070,Naman Dhir,67.0,GT,57(29),59.43,67.0,,,0.0,1391
S05M079,Tilak Varma,66.98,CSK,56(40),60.44,66.98,,,0.0,1392
S04M077,LI Meriwala,66.93,DC,1(1),-0.49,-1.32,'2-32',2.85,68.25,1393
S04M018,Mohammad Nabi,66.86,LSG,,,0.0,'2-23',2.48,66.86,1394
S02M006,T Stubbs,66.85,CSK,42(27),50.1,66.85,,,0.0,1395
M068,B Kumar,66.85,KKR,,,0.0,'2-37',3.15,66.85,1396
S04M049,PD Salt,66.83,RCB,52(28),57.13,66.83,,,0.0,1397
S02M062,HH Pandya,66.8,MI,10(6),9.71,9.2,'1-39',2.92,57.6,1398
S03M014,R Parag,66.79,GT,54(32),60.78,70.42,'0-28',0.0,-3.63,1399
S02M053,AR Patel,66.75,CSK,3(10),1.72,-0.88,'2-31',3.14,67.63,1400
S04M011,LS Livingstone,66.7,RCB,15(7),16.45,19.94,'2-44',2.45,46.76,1401
S04M010,GJ Maxwell,66.66,RR,1(2),0.72,-0.95,'2-40',3.58,67.61,1402
S04M007,WG Jacks,66.59,LSG,16(13),15.78,15.46,'2-43',2.56,51.12,1403
S04M072,S Dube,66.58,RR,59(32),61.2,73.46,'0-24',0.0,-6.88,1404
S05M036,Chirag Jani,66.58,PBKS,20(11),20.41,20.96,'1-10',1.92,45.62,1405
S03M049,M Pathirana,66.54,RCB,,,0.0,'2-31',3.04,66.54,1406
S05M019,VR Iyer,66.52,SRH,51(27),61.98,66.52,,,0.0,1407
S05M007,AR Patel,66.48,CSK,0(1),-0.88,-1.71,'2-14',1.59,68.19,1408
S03M019,YS Chahal,66.48,RCB,,,0.0,'3-43',3.21,66.48,1409
S04M017,MJ Owen,66.45,DC,46(31),41.97,39.07,'1-13',1.41,27.37,1410
S03M027,Arshad Khan,66.35,KKR,5(5),4.06,3.42,'1-34',2.77,62.93,1411
S03M028,SS Ghosh,66.32,MI,,,0.0,'3-25',3.06,66.32,1412
S05M021,GD Phillips,66.32,GT,8(3),10.1,12.47,'2-10',2.06,53.85,1413
S04M035,RG Sharma,66.32,KKR,47(20),57.85,66.32,,,0.0,1414
S04M074,Tarang Gohel,66.31,DC,58(34),58.95,66.31,,,0.0,1415
S05M058,T Banton,66.3,MI,67(40),66.68,66.3,,,0.0,1416
S05M034,Akash Vasisht,66.29,DC,,,0.0,'3-13',3.0,66.29,1417
S04M050,Z Khan,66.28,KKR,7(2),8.92,17.32,'2-27',2.34,48.96,1418
S02M061,JC Archer,66.28,LSG,,,0.0,'2-24',3.11,66.28,1419
S02M055,RK Singh,66.25,RCB,60(37),62.7,66.25,,,0.0,1420
M030,Suryansh Shedge,66.2,CSK,,,0.0,'3-41',3.26,66.2,1421
S03M032,Suryansh Shedge,66.18,CSK,45(16),55.04,69.37,'0-40',0.0,-3.19,1422
S05M081,C Green,66.16,KKR,43(27),47.73,49.48,'1-15',0.91,16.68,1423
S05M056,KL Rahul,66.16,SRH,55(47),57.15,66.16,,,0.0,1424
S02M059,GJ Maxwell,66.12,RR,55(28),64.97,68.78,'0-38',0.0,-2.66,1425
S03M058,Shashank Singh,66.11,PBKS,18(9),19.3,23.07,'1-10',1.79,43.04,1426
S02M035,MA Starc,66.01,KKR,,,0.0,'4-34',3.22,66.01,1427
M071,Jagjit Singh,66.0,CSK,18(6),30.68,41.27,'2-28',1.39,24.73,1428
S04M090,GJ Maxwell,65.98,RR,35(26),34.38,32.99,'1-54',1.97,32.99,1429
M018,KK Nair,65.95,RR,43(22),50.64,65.95,,,0.0,1430
S03M013,JM Sharma,65.95,RCB,45(17),59.86,65.95,,,0.0,1431
M008,RA Tripathi,65.9,RR,48(27),57.12,65.9,,,0.0,1432
M043,C Green,65.86,RCB,44(26),55.22,65.86,,,0.0,1433
S02M017,MG Bracewell,65.85,DC,4(2),4.97,6.67,'2-31',2.58,59.19,1434
M044,VR Iyer,65.85,SRH,54(31),60.27,65.85,,,0.0,1435
S03M043,V Suryavanshi,65.82,PBKS,59(40),60.85,65.82,,,0.0,1436
S04M083,V Suryavanshi,65.82,PBKS,57(33),59.42,65.82,,,0.0,1437
S04M022,S Lamichhane,65.8,DC,,,0.0,'2-46',3.14,65.8,1438
S02M066,F du Plessis,65.78,CSK,57(52),59.21,65.78,,,0.0,1439
S02M029,Abhishek Sharma,65.76,MI,61(41),66.77,73.49,'0-18',0.0,-7.74,1440
S02M012,MP Yadav,65.72,CSK,,,0.0,'2-30',3.22,65.72,1441
S03M023,RD Rickelton,65.71,RR,59(40),63.23,65.71,,,0.0,1442
S04M014,MA Wood,65.69,PBKS,,,0.0,'2-33',2.74,65.69,1443
S02M041,D Brevis,65.68,PBKS,61(48),61.73,65.68,,,0.0,1444
S03M037,YBK Jaiswal,65.67,RR,50(21),54.44,65.67,,,0.0,1445
S05M084,Sameer Rizvi,65.66,LSG,66(36),65.84,65.66,,,0.0,1446
S05M005,MA Starc,65.66,KKR,0(2),-0.59,-1.56,'3-32',3.41,67.21,1447
S02M062,JR Hazlewood,65.64,RR,,,0.0,'2-25',2.71,65.64,1448
S04M077,Z Khan,65.61,KKR,,,0.0,'2-35',3.46,65.61,1449
S05M072,Shaheen Shah Afridi,65.58,MI,7(6),3.69,3.81,'2-28',2.69,61.77,1450
S02M001,M Markande,65.58,PBKS,,,0.0,'2-16',2.51,65.58,1451
S02M025,N Rana,65.54,KKR,55(34),59.81,65.54,,,0.0,1452
M028,JR Hazlewood,65.52,RR,,,0.0,'2-36',3.26,65.52,1453
M071,T Natarajan,65.52,CSK,3(2),2.32,1.76,'3-14',2.86,63.76,1454
S04M025,B Kumar,65.46,KKR,,,0.0,'2-16',2.46,65.46,1455
S04M007,Ashutosh Sharma,65.46,RCB,14(15),11.88,8.97,'2-31',2.81,56.49,1456
S04M080,Rasikh Salam,65.46,GT,,,0.0,'1-11',1.96,65.46,1457
S02M067,JJ Bumrah,65.44,MI,,,0.0,'3-44',2.97,65.44,1458
S02M063,PD Salt,65.41,RCB,57(35),58.49,65.41,,,0.0,1459
S04M084,Priyansh Arya,65.4,SRH,40(18),41.79,65.4,,,0.0,1460
S05M045,Abhishek Sharma,65.38,MI,57(39),69.38,71.7,'0-24',0.0,-6.32,1461
S04M048,SV Samson,65.35,GT,63(43),63.32,65.35,,,0.0,1462
S05M007,Shashank Singh,65.34,PBKS,0(1),-0.51,-1.76,'4-30',3.24,67.1,1463
S04M082,Atharva Taide,65.33,MI,66(43),65.63,65.33,,,0.0,1464
S04M090,JM Sharma,65.33,RCB,53(26),59.73,65.33,,,0.0,1465
S03M037,B Kumar,65.31,KKR,,,0.0,'3-50',3.22,65.31,1466
M058,Avesh Khan,65.28,RCB,9(6),9.72,10.97,'2-26',1.8,54.31,1467
S02M009,Rashid Khan,65.27,GT,,,0.0,'2-27',2.97,65.27,1468
S02M012,Tilak Varma,65.27,CSK,62(50),62.53,65.27,,,0.0,1469
M030,F du Plessis,65.24,CSK,57(48),57.71,65.24,,,0.0,1470
S04M028,SZ Mulani,65.21,LSG,1(4),0.11,-1.32,'3-13',2.58,66.53,1471
S03M026,BM Duckett,65.18,CSK,63(40),63.19,65.18,,,0.0,1472
S03M025,Harsh Dubey,65.16,LSG,,,0.0,'3-36',3.3,65.16,1473
S04M025,SP Narine,65.16,KKR,33(25),34.64,36.21,'0-25',0.0,28.95,1474
S03M010,AD Russell,65.11,DC,40(27),41.97,42.41,'1-19',1.07,22.7,1475
S05M014,Shashank Singh,65.09,PBKS,15(12),16.19,17.42,'2-11',2.09,47.66,1476
M064,Tanush Kotian,65.09,SRH,4(4),1.85,1.47,'2-44',3.06,63.62,1477
S03M073,M Theekshana,65.07,MI,,,0.0,'3-34',3.07,65.07,1478
M069,Sikandar Raza,65.07,DC,14(15),11.32,8.5,'1-35',2.69,56.57,1479
S04M001,Abhishek Sharma,65.06,MI,61(32),63.47,71.02,'0-24',0.0,-5.96,1480
S04M052,Naman Dhir,65.04,GT,49(27),54.28,65.04,,,0.0,1481
S04M003,Yash Thakur,64.99,CSK,5(4),4.72,4.26,'3-11',2.69,60.73,1482
S05M043,PD Salt,64.95,RCB,55(28),60.32,64.95,,,0.0,1483
S04M013,HH Pandya,64.95,MI,5(8),2.72,1.45,'2-10',2.61,63.5,1484
S02M055,JC Buttler,64.93,KKR,55(32),57.06,64.93,,,0.0,1485
S03M070,R Sai Kishore,64.91,GT,,,0.0,'2-33',2.8,64.91,1486
S05M043,M Pathirana,64.87,RCB,,,0.0,'2-51',2.92,64.87,1487
S02M057,VR Iyer,64.83,SRH,49(21),58.91,64.83,,,0.0,1488
S03M045,RK Bhui,64.81,CSK,46(25),63.67,64.81,,,0.0,1489
S02M027,F du Plessis,64.81,CSK,61(39),62.89,64.81,,,0.0,1490
S03M045,Fazalhaq Farooqi,64.8,CSK,17(18),10.8,10.4,'2-49',2.85,54.4,1491
S05M067,Harsh Tyagi,64.8,SRH,1(4),0.76,-0.13,'2-6',2.62,64.93,1492
S04M002,SA Yadav,64.79,DC,50(27),55.84,64.79,,,0.0,1493
M037,B Sai Sudharsan,64.77,MI,49(33),56.51,64.77,,,0.0,1494
S03M064,JJ Bumrah,64.76,MI,0(2),-0.67,-1.74,'2-22',2.78,66.51,1495
S02M052,Mujeeb Ur Rahman,64.76,RCB,,,0.0,'2-56',2.98,64.76,1496
M030,Tilak Varma,64.73,CSK,57(44),57.67,64.73,,,0.0,1497
S03M070,S Dube,64.72,RR,53(28),56.34,64.72,,,0.0,1498
S05M003,Ravi Bishnoi,64.71,LSG,0(4),-0.77,-1.72,'2-47',3.43,66.44,1499
S05M077,Naman Dhir,64.71,GT,60(35),62.06,64.71,,,0.0,1500
M050,TM Head,64.7,CSK,49(34),52.03,64.7,,,0.0,1501
S02M004,Arshdeep Singh,64.69,LSG,,,0.0,'3-33',2.98,64.69,1502
M015,Mustafizur Rahman,64.65,DC,,,0.0,'1-18',2.86,64.65,1503
S02M040,AM Rahane,64.64,KKR,61(48),62.79,64.64,,,0.0,1504
S04M003,T Natarajan,64.6,CSK,,,0.0,'2-46',3.76,64.6,1505
S04M041,Z Khan,64.6,KKR,,,0.0,'2-18',2.66,64.6,1506
S05M075,WG Jacks,64.6,LSG,59(38),61.86,68.58,'0-28',0.0,-3.98,1507
S03M042,YBK Jaiswal,64.57,RR,52(30),58.45,64.57,,,0.0,1508
M028,PD Salt,64.56,RCB,54(46),56.67,64.56,,,0.0,1509
S05M040,SP Narine,64.52,KKR,27(15),30.86,34.08,'1-43',1.9,30.44,1510
S05M050,M Pathirana,64.43,RCB,,,0.0,'2-45',3.06,64.43,1511
S03M007,RM Patidar,64.41,RR,60(42),60.94,64.41,,,0.0,1512
M016,Mohammad Ghazanfar,64.41,GT,,,0.0,'2-35',3.08,64.41,1513
S03M037,JM Bairstow,64.39,KKR,55(33),59.15,64.39,,,0.0,1514
S03M074,KD Karthik,64.38,MI,38(13),46.09,64.38,,,0.0,1515
S02M026,A Zampa,64.35,SRH,,,0.0,'3-3',2.04,64.35,1516
S02M053,TA Boult,64.32,MI,,,0.0,'2-19',2.54,64.32,1517
M005,DP Conway,64.32,GT,58(42),59.61,64.32,,,0.0,1518
S05M039,HC Brook,64.3,MI,13(4),14.52,64.3,,,0.0,1519
S05M044,TM Head,64.24,GT,29(12),39.85,47.4,'1-15',0.7,16.84,1520
S05M021,Naman Dhir,64.19,GT,42(23),52.42,64.19,,,0.0,1521
S03M049,M Jansen,64.16,RR,36(20),37.24,40.07,'1-37',1.47,24.09,1522
S03M067,Ashutosh Sharma,64.15,RCB,33(18),37.22,40.6,'1-24',1.03,23.55,1523
S04M012,Abishek Porel,64.14,DC,35(13),47.98,64.14,,,0.0,1524
M049,B Sai Sudharsan,64.12,MI,60(35),60.56,64.12,,,0.0,1525
M074,HV Patel,64.08,PBKS,22(15),23.9,25.94,'2-21',1.83,38.14,1526
S03M042,GJ Maxwell,64.03,RR,31(15),38.85,46.3,'1-47',1.05,17.73,1527
S03M008,B Kumar,64.03,KKR,1(4),0.6,-1.14,'2-29',3.4,65.16,1528
S03M002,Fazalhaq Farooqi,64.03,CSK,,,0.0,'2-22',2.69,64.03,1529
S04M062,S Lamichhane,64.01,DC,,,0.0,'3-28',2.97,64.01,1530
S04M090,Khrievitso Kense,63.95,RCB,10(7),8.42,7.11,'1-28',2.81,56.84,1531
S04M025,Bilal Zalmai,63.92,MI,12(5),13.45,19.92,'1-24',1.47,44.0,1532
S03M067,RR Pant,63.9,KKR,58(42),58.71,63.9,,,0.0,1533
S04M055,JJ Bumrah,63.88,MI,,,0.0,'3-29',2.8,63.88,1534
S02M008,PJ Cummins,63.87,PBKS,23(16),22.98,22.96,'1-51',2.26,40.91,1535
S05M033,FH Allen,63.86,PBKS,54(33),59.88,63.86,,,0.0,1536
S04M093,Naman Dhir,63.86,GT,60(33),61.44,63.86,,,0.0,1537
S04M056,PWH de Silva,63.81,PBKS,7(2),12.0,19.81,'1-23',2.05,44.0,1538
S05M076,YS Chahal,63.78,RCB,6(3),6.58,7.97,'2-19',2.13,55.82,1539
S02M012,TM Head,63.76,CSK,57(45),58.1,63.76,,,0.0,1540
S03M030,Shubman Gill,63.73,LSG,58(31),58.17,63.73,,,0.0,1541
S03M016,P Simran Singh,63.71,SRH,52(29),56.9,63.71,,,0.0,1542
S03M044,Arshdeep Singh,63.68,LSG,,,0.0,'3-34',2.98,63.68,1543
S02M002,SA Yadav,63.63,DC,50(24),61.31,63.63,,,0.0,1544
S02M001,CV Varun,63.62,PBKS,,,0.0,'2-27',2.97,63.62,1545
S03M004,N Rana,63.61,KKR,41(15),47.65,63.61,,,0.0,1546
S05M030,BA Stokes,63.59,SRH,0(1),-1.07,-1.77,'3-57',3.3,65.36,1547
S04M017,Abishek Porel,63.58,DC,51(27),58.32,63.58,,,0.0,1548
S05M003,Tanush Kotian,63.57,CSK,8(11),6.72,3.87,'3-37',3.0,59.7,1549
S03M023,M Jansen,63.54,RR,17(7),19.76,21.37,'1-19',0.76,42.17,1550
M017,HH Pandya,63.53,MI,31(24),28.84,29.09,'1-59',1.91,34.44,1551
S04M077,RM Patidar,63.53,KKR,55(28),56.68,63.53,,,0.0,1552
M064,LS Livingstone,63.5,SRH,40(29),41.66,41.95,'1-35',1.22,21.54,1553
S04M030,YBK Jaiswal,63.5,RR,54(29),55.77,63.5,,,0.0,1554
S05M036,Hemang Patel,63.48,GT,35(26),33.63,31.63,'1-16',1.31,31.85,1555
S02M049,HV Patel,63.48,PBKS,,,0.0,'1-22',2.41,63.48,1556
S05M006,Tarang Gohel,63.47,DC,49(22),55.52,63.47,,,0.0,1557
S05M061,YS Chahal,63.47,RCB,,,0.0,'2-27',3.12,63.47,1558
S03M008,MA Starc,63.46,KKR,1(5),0.58,-1.22,'3-28',3.18,64.68,1559
S05M023,Ramandeep Singh,63.44,LSG,16(15),15.01,13.22,'2-29',2.3,50.22,1560
S03M006,Kuldeep Yadav,63.44,SRH,2(5),0.77,-1.06,'3-32',3.26,64.5,1561
S04M071,C Green,63.4,KKR,9(7),8.48,7.92,'2-43',2.95,55.48,1562
S03M038,BJ McMullen,63.39,DC,62(37),64.65,69.44,'0-18',0.0,-6.05,1563
S02M038,LS Livingstone,63.37,SRH,,,0.0,'3-12',2.19,63.37,1564
S04M047,GJ Maxwell,63.35,RR,14(10),14.35,14.6,'2-32',2.48,48.74,1565
S04M071,Tilak Varma,63.33,CSK,37(16),48.61,63.33,,,0.0,1566
S04M024,GJ Maxwell,63.32,RR,29(21),28.8,27.93,'1-15',1.55,35.39,1567
S03M028,Rahul Singh,63.3,MI,50(28),54.33,63.3,,,0.0,1568
S04M092,SA Yadav,63.3,DC,58(34),62.05,63.3,,,0.0,1569
S03M038,M Theekshana,63.29,MI,,,0.0,'2-35',3.04,63.29,1570
S04M091,Naman Dhir,63.28,GT,51(33),55.8,63.28,,,0.0,1571
S04M015,Arshad Khan,63.23,RR,,,0.0,'2-19',2.54,63.23,1572
S04M013,Q de Kock,63.23,KKR,51(36),55.07,63.23,,,0.0,1573
S05M026,D Wiese,63.21,GT,13(7),14.26,14.65,'1-30',2.36,48.56,1574
M032,KH Pandya,63.2,SRH,,,0.0,'2-16',2.09,63.2,1575
S05M053,GJ Maxwell,63.2,RR,63(41),63.0,63.2,,,0.0,1576
S05M069,SP Narine,63.16,KKR,54(40),58.13,65.12,'0-40',0.0,-1.96,1577
M038,AM Rahane,63.05,KKR,44(20),54.91,63.05,,,0.0,1578
S02M067,J Fraser-McGurk,63.04,RCB,60(43),60.71,63.04,,,0.0,1579
M065,SS Iyer,63.01,LSG,53(31),57.58,63.01,,,0.0,1580
S05M044,Tanush Kotian,63.01,CSK,,,0.0,'2-38',3.36,63.01,1581
S03M051,PWH de Silva,63.0,DC,,,0.0,'3-24',2.88,63.0,1582
S02M068,KH Pandya,62.99,SRH,33(19),34.13,34.93,'1-38',1.37,28.06,1583
S03M004,MA Starc,62.94,KKR,,,0.0,'2-44',3.02,62.94,1584
M057,SH Johnson,62.89,SRH,13(5),16.97,24.38,'2-35',1.99,38.5,1585
S04M038,V Suryavanshi,62.89,PBKS,53(26),53.7,62.89,,,0.0,1586
S02M009,SV Samson,62.84,GT,60(39),60.93,62.84,,,0.0,1587
S02M001,AR Patel,62.84,CSK,6(5),5.53,5.36,'2-46',2.73,57.47,1588
S04M024,Harsh Dubey,62.84,RR,,,0.0,'2-29',2.77,62.84,1589
S05M041,SV Samson,62.81,GT,52(30),57.22,62.81,,,0.0,1590
M048,SA Yadav,62.72,DC,49(24),57.13,62.72,,,0.0,1591
M001,NT Ellis,62.7,LSG,,,0.0,'2-50',3.0,62.7,1592
S03M038,AD Russell,62.66,DC,14(5),15.86,19.23,'1-43',1.98,43.43,1593
S03M025,Shubman Gill,62.66,LSG,59(42),59.36,62.66,,,0.0,1594
S05M005,SS Ghosh,62.65,MI,5(6),3.34,2.22,'3-31',2.97,60.43,1595
S05M074,HJ Manenti,62.63,PBKS,,,0.0,'2-32',3.11,62.63,1596
S02M066,Jagjit Singh,62.63,CSK,12(6),13.3,17.15,'2-33',2.07,45.48,1597
S05M016,B Kumar,62.61,KKR,2(6),0.85,-1.23,'2-50',3.17,63.85,1598
S02M074,KL Rahul,62.58,SRH,48(21),57.8,62.58,,,0.0,1599
S02M038,P Simran Singh,62.58,SRH,49(32),56.49,62.58,,,0.0,1600
S04M091,Shashank Singh,62.55,PBKS,41(21),42.57,53.99,'1-34',0.69,8.56,1601
M043,M Pathirana,62.55,RCB,0(1),-0.89,-1.74,'3-30',3.37,64.29,1602
S05M071,KK Ahmed,62.52,RR,,,0.0,'2-43',3.02,62.52,1603
M066,HV Patel,62.5,PBKS,,,0.0,'2-14',2.34,62.5,1604
S03M063,Avesh Khan,62.49,DC,0(1),-0.83,-1.79,'2-36',3.39,64.28,1605
